M.L_b.CO2aq Time [a],M.L_b.CO2aq CO2aq [mol/kg]
563300.0,8.636960663142177e-06
563400.0,8.636960663142175e-06
563500.0,8.636960663142173e-06
563600.0,8.636960663142175e-06
563700.0,8.636960663142175e-06
563800.0,8.636960663142175e-06
563900.0,8.636960663142177e-06
564000.0,8.636960663142177e-06
564100.0,8.636960663142177e-06
564200.0,8.636960663142182e-06
564300.0,8.636960663142178e-06
564400.0,8.636960663142178e-06
564500.0,8.636960663142178e-06
564600.0,8.636960663142177e-06
564700.0,8.636960663142178e-06
564800.0,8.636960663142178e-06
564900.0,8.636960663142177e-06
565000.0,8.63696066314217e-06
565100.0,8.636960663142172e-06
565200.0,8.636960663142172e-06
565300.0,8.636960663142173e-06
565400.0,8.636960663142175e-06
565500.0,8.636960663142173e-06
565600.0,8.636960663142177e-06
565700.0,8.636960663142177e-06
565800.0,8.636960663142173e-06
565900.0,8.636960663142172e-06
566000.0,8.636960663142173e-06
566100.0,8.636960663142178e-06
566200.0,8.636960663142178e-06
566300.0,8.636960663142178e-06
566400.0,8.636960663142173e-06
566500.0,8.636960663142173e-06
566600.0,8.636960663142175e-06
566700.0,8.636960663142175e-06
566800.0,8.63696066314218e-06
566900.0,8.636960663142178e-06
567000.0,8.636960663142175e-06
567100.0,8.636960663142178e-06
567200.0,8.636960663142178e-06
567300.0,8.636960663142177e-06
567400.0,8.636960663142178e-06
567500.0,8.636960663142178e-06
567600.0,8.636960663142177e-06
567700.0,8.636960663142178e-06
567800.0,8.636960663142178e-06
567900.0,8.636960663142177e-06
568000.0,8.636960663142177e-06
568100.0,8.636960663142182e-06
568200.0,8.636960663142175e-06
568300.0,8.636960663142178e-06
568400.0,8.636960663142175e-06
568500.0,8.63696066314218e-06
568600.0,8.636960663142178e-06
568700.0,8.636960663142178e-06
568800.0,8.636960663142175e-06
568900.0,8.636960663142175e-06
569000.0,8.636960663142173e-06
569100.0,8.636960663142175e-06
569200.0,8.636960663142177e-06
569300.0,8.636960663142173e-06
569400.0,8.636960663142175e-06
569500.0,8.636960663142173e-06
569600.0,8.636960663142175e-06
569700.0,8.636960663142173e-06
569800.0,8.636960663142173e-06
569900.0,8.636960663142175e-06
570000.0,8.636960663142175e-06
570100.0,8.636960663142175e-06
570200.0,8.636960663142177e-06
570300.0,8.636960663142173e-06
570400.0,8.636960663142175e-06
570500.0,8.636960663142178e-06
570600.0,8.636960663142175e-06
570700.0,8.636960663142173e-06
570800.0,8.636960663142175e-06
570900.0,8.636960663142177e-06
571000.0,8.636960663142175e-06
571100.0,8.636960663142177e-06
571200.0,8.636960663142172e-06
571300.0,8.636960663142173e-06
571400.0,8.636960663142173e-06
571500.0,8.636960663142175e-06
571600.0,8.636960663142177e-06
571700.0,8.636960663142173e-06
571800.0,8.636960663142172e-06
571900.0,8.636960663142177e-06
572000.0,8.636960663142172e-06
572100.0,8.636960663142172e-06
572200.0,8.636960663142173e-06
572300.0,8.636960663142175e-06
572400.0,8.63696066314218e-06
572500.0,8.636960663142175e-06
572600.0,8.636960663142177e-06
572700.0,8.636960663142178e-06
572800.0,8.636960663142178e-06
572900.0,8.636960663142177e-06
573000.0,8.636960663142178e-06
573100.0,8.636960663142178e-06
573200.0,8.636960663142178e-06
573300.0,8.636960663142178e-06
573400.0,8.636960663142177e-06
573500.0,8.636960663142175e-06
573600.0,8.636960663142172e-06
573700.0,8.636960663142173e-06
573800.0,8.636960663142177e-06
573900.0,8.636960663142177e-06
574000.0,8.636960663142178e-06
574100.0,8.636960663142175e-06
574200.0,8.636960663142173e-06
574300.0,8.636960663142177e-06
574400.0,8.636960663142177e-06
574500.0,8.636960663142175e-06
574600.0,8.636960663142175e-06
574700.0,8.636960663142173e-06
574800.0,8.636960663142175e-06
574900.0,8.636960663142173e-06
575000.0,8.636960663142173e-06
575100.0,8.636960663142177e-06
575200.0,8.636960663142175e-06
575300.0,8.636960663142173e-06
575400.0,8.636960663142173e-06
575500.0,8.636960663142172e-06
575600.0,8.636960663142175e-06
575700.0,8.636960663142175e-06
575800.0,8.636960663142177e-06
575900.0,8.636960663142175e-06
576000.0,8.636960663142177e-06
576100.0,8.636960663142173e-06
576200.0,8.636960663142175e-06
576300.0,8.636960663142177e-06
576400.0,8.636960663142175e-06
576500.0,8.636960663142175e-06
576600.0,8.636960663142177e-06
576700.0,8.636960663142175e-06
576800.0,8.636960663142175e-06
576900.0,8.636960663142173e-06
577000.0,8.636960663142175e-06
577100.0,8.636960663142173e-06
577200.0,8.636960663142173e-06
577300.0,8.636960663142178e-06
577400.0,8.636960663142175e-06
577500.0,8.63696066314218e-06
577600.0,8.636960663142178e-06
577700.0,8.636960663142177e-06
577800.0,8.636960663142173e-06
577900.0,8.636960663142175e-06
578000.0,8.636960663142175e-06
578100.0,8.636960663142177e-06
578200.0,8.636960663142177e-06
578300.0,8.636960663142177e-06
578400.0,8.636960663142177e-06
578500.0,8.636960663142172e-06
578600.0,8.636960663142172e-06
578700.0,8.636960663142173e-06
578800.0,8.636960663142173e-06
578900.0,8.636960663142178e-06
579000.0,8.636960663142175e-06
579100.0,8.636960663142173e-06
579200.0,8.636960663142177e-06
579300.0,8.636960663142177e-06
579400.0,8.636960663142175e-06
579500.0,8.636960663142172e-06
579600.0,8.636960663142175e-06
579700.0,8.636960663142173e-06
579800.0,8.636960663142175e-06
579900.0,8.636960663142178e-06
580000.0,8.636960663142178e-06
580100.0,8.636960663142175e-06
580200.0,8.636960663142177e-06
580300.0,8.636960663142175e-06
580400.0,8.636960663142175e-06
580500.0,8.636960663142177e-06
580600.0,8.636960663142177e-06
580700.0,8.636960663142178e-06
580800.0,8.63696066314218e-06
580900.0,8.636960663142175e-06
581000.0,8.636960663142178e-06
581100.0,8.636960663142177e-06
581200.0,8.636960663142178e-06
581300.0,8.63696066314218e-06
581400.0,8.636960663142177e-06
581500.0,8.636960663142178e-06
581600.0,8.63696066314218e-06
581700.0,8.636960663142178e-06
581800.0,8.636960663142172e-06
581900.0,8.636960663142177e-06
582000.0,8.636960663142177e-06
582100.0,8.636960663142175e-06
582200.0,8.636960663142175e-06
582300.0,8.636960663142175e-06
582400.0,8.636960663142177e-06
582500.0,8.636960663142177e-06
582600.0,8.636960663142175e-06
582700.0,8.636960663142175e-06
582800.0,8.636960663142177e-06
582900.0,8.636960663142172e-06
583000.0,8.636960663142175e-06
583100.0,8.636960663142175e-06
583200.0,8.636960663142175e-06
583300.0,8.636960663142177e-06
583400.0,8.636960663142173e-06
583500.0,8.636960663142175e-06
583600.0,8.636960663142175e-06
583700.0,8.636960663142178e-06
583800.0,8.636960663142178e-06
583900.0,8.636960663142172e-06
584000.0,8.63696066314217e-06
584100.0,8.63696066314217e-06
584200.0,8.636960663142172e-06
584300.0,8.636960663142173e-06
584400.0,8.636960663142173e-06
584500.0,8.636960663142172e-06
584600.0,8.636960663142173e-06
584700.0,8.636960663142177e-06
584800.0,8.636960663142175e-06
584900.0,8.636960663142175e-06
585000.0,8.636960663142177e-06
585100.0,8.636960663142173e-06
585200.0,8.636960663142173e-06
585300.0,8.636960663142173e-06
585400.0,8.636960663142172e-06
585500.0,8.636960663142175e-06
585600.0,8.636960663142173e-06
585700.0,8.636960663142175e-06
585800.0,8.636960663142178e-06
585900.0,8.636960663142178e-06
586000.0,8.636960663142175e-06
586100.0,8.636960663142173e-06
586200.0,8.636960663142177e-06
586300.0,8.636960663142175e-06
586400.0,8.636960663142175e-06
586500.0,8.63696066314218e-06
586600.0,8.636960663142177e-06
586700.0,8.636960663142177e-06
586800.0,8.63696066314218e-06
586900.0,8.636960663142175e-06
587000.0,8.63696066314218e-06
587100.0,8.636960663142177e-06
587200.0,8.636960663142173e-06
587300.0,8.636960663142178e-06
587400.0,8.636960663142175e-06
587500.0,8.636960663142177e-06
587600.0,8.636960663142177e-06
587700.0,8.636960663142175e-06
587800.0,8.636960663142175e-06
587900.0,8.636960663142173e-06
588000.0,8.636960663142177e-06
588100.0,8.636960663142175e-06
588200.0,8.636960663142173e-06
588300.0,8.636960663142178e-06
588400.0,8.636960663142177e-06
588500.0,8.636960663142173e-06
588600.0,8.636960663142175e-06
588700.0,8.636960663142173e-06
588800.0,8.636960663142173e-06
588900.0,8.636960663142173e-06
589000.0,8.636960663142175e-06
589100.0,8.636960663142178e-06
589200.0,8.636960663142177e-06
589300.0,8.636960663142175e-06
589400.0,8.636960663142177e-06
589500.0,8.636960663142173e-06
589600.0,8.636960663142173e-06
589700.0,8.636960663142175e-06
589800.0,8.636960663142173e-06
589900.0,8.636960663142173e-06
590000.0,8.636960663142175e-06
590100.0,8.636960663142177e-06
590200.0,8.636960663142175e-06
590300.0,8.636960663142172e-06
590400.0,8.636960663142177e-06
590500.0,8.636960663142175e-06
590600.0,8.636960663142177e-06
590700.0,8.636960663142177e-06
590800.0,8.636960663142175e-06
590900.0,8.636960663142175e-06
591000.0,8.636960663142178e-06
591100.0,8.636960663142177e-06
591200.0,8.636960663142177e-06
591300.0,8.636960663142175e-06
591400.0,8.636960663142177e-06
591500.0,8.636960663142177e-06
591600.0,8.636960663142175e-06
591700.0,8.636960663142173e-06
591800.0,8.63696066314218e-06
591900.0,8.636960663142175e-06
592000.0,8.636960663142177e-06
592100.0,8.636960663142175e-06
592200.0,8.636960663142177e-06
592300.0,8.636960663142177e-06
592400.0,8.636960663142177e-06
592500.0,8.636960663142173e-06
592600.0,8.636960663142175e-06
592700.0,8.636960663142175e-06
592800.0,8.636960663142175e-06
592900.0,8.636960663142173e-06
593000.0,8.636960663142175e-06
593100.0,8.636960663142175e-06
593200.0,8.636960663142173e-06
593300.0,8.636960663142173e-06
593400.0,8.636960663142173e-06
593500.0,8.636960663142173e-06
593600.0,8.636960663142175e-06
593700.0,8.636960663142177e-06
593800.0,8.636960663142177e-06
593900.0,8.636960663142178e-06
594000.0,8.63696066314218e-06
594100.0,8.636960663142175e-06
594200.0,8.636960663142175e-06
594300.0,8.636960663142178e-06
594400.0,8.636960663142178e-06
594500.0,8.636960663142175e-06
594600.0,8.636960663142173e-06
594700.0,8.636960663142175e-06
594800.0,8.636960663142175e-06
594900.0,8.636960663142175e-06
595000.0,8.636960663142175e-06
595100.0,8.636960663142175e-06
595200.0,8.636960663142178e-06
595300.0,8.636960663142177e-06
595400.0,8.636960663142177e-06
595500.0,8.636960663142175e-06
595600.0,8.636960663142175e-06
595700.0,8.636960663142173e-06
595800.0,8.636960663142172e-06
595900.0,8.63696066314217e-06
596000.0,8.63696066314217e-06
596100.0,8.63696066314217e-06
596200.0,8.636960663142172e-06
596300.0,8.636960663142173e-06
596400.0,8.63696066314217e-06
596500.0,8.636960663142173e-06
596600.0,8.636960663142172e-06
596700.0,8.636960663142173e-06
596800.0,8.636960663142177e-06
596900.0,8.636960663142173e-06
597000.0,8.636960663142177e-06
597100.0,8.636960663142172e-06
597200.0,8.636960663142172e-06
597300.0,8.636960663142173e-06
597400.0,8.636960663142173e-06
597500.0,8.636960663142175e-06
597600.0,8.636960663142177e-06
597700.0,8.636960663142178e-06
597800.0,8.636960663142175e-06
597900.0,8.636960663142172e-06
598000.0,8.636960663142173e-06
598100.0,8.636960663142175e-06
598200.0,8.636960663142173e-06
598300.0,8.636960663142175e-06
598400.0,8.636960663142175e-06
598500.0,8.636960663142175e-06
598600.0,8.636960663142175e-06
598700.0,8.636960663142177e-06
598800.0,8.636960663142175e-06
598900.0,8.636960663142175e-06
599000.0,8.636960663142175e-06
599100.0,8.636960663142178e-06
599200.0,8.636960663142178e-06
599300.0,8.636960663142178e-06
599400.0,8.636960663142177e-06
599500.0,8.63696066314218e-06
599600.0,8.636960663142178e-06
599700.0,8.636960663142173e-06
599800.0,8.636960663142173e-06
599900.0,8.636960663142177e-06
600000.0,8.636960663142173e-06
600100.0,8.636960663142177e-06
600200.0,8.636960663142175e-06
600300.0,8.636960663142172e-06
600400.0,8.636960663142175e-06
600500.0,8.636960663142175e-06
600600.0,8.636960663142175e-06
600700.0,8.636960663142177e-06
600800.0,8.636960663142173e-06
600900.0,8.636960663142173e-06
601000.0,8.636960663142172e-06
601100.0,8.636960663142175e-06
601200.0,8.636960663142178e-06
601300.0,8.636960663142177e-06
601400.0,8.636960663142177e-06
601500.0,8.636960663142175e-06
601600.0,8.636960663142177e-06
601700.0,8.636960663142177e-06
601800.0,8.636960663142175e-06
601900.0,8.636960663142175e-06
602000.0,8.636960663142177e-06
602100.0,8.636960663142177e-06
602200.0,8.636960663142175e-06
602300.0,8.636960663142177e-06
602400.0,8.636960663142178e-06
602500.0,8.636960663142177e-06
602600.0,8.636960663142175e-06
602700.0,8.636960663142175e-06
602800.0,8.636960663142175e-06
602900.0,8.63696066314218e-06
603000.0,8.63696066314218e-06
603100.0,8.636960663142175e-06
603200.0,8.636960663142178e-06
603300.0,8.636960663142173e-06
603400.0,8.636960663142173e-06
603500.0,8.636960663142177e-06
603600.0,8.636960663142175e-06
603700.0,8.636960663142175e-06
603800.0,8.636960663142172e-06
603900.0,8.636960663142168e-06
604000.0,8.636960663142172e-06
604100.0,8.636960663142172e-06
604200.0,8.636960663142175e-06
604300.0,8.636960663142177e-06
604400.0,8.636960663142173e-06
604500.0,8.636960663142175e-06
604600.0,8.636960663142177e-06
604700.0,8.636960663142175e-06
604800.0,8.636960663142177e-06
604900.0,8.636960663142175e-06
605000.0,8.636960663142173e-06
605100.0,8.636960663142177e-06
605200.0,8.636960663142177e-06
605300.0,8.636960663142175e-06
605400.0,8.636960663142172e-06
605500.0,8.636960663142173e-06
605600.0,8.636960663142173e-06
605700.0,8.636960663142173e-06
605800.0,8.636960663142172e-06
605900.0,8.636960663142177e-06
606000.0,8.636960663142172e-06
606100.0,8.636960663142173e-06
606200.0,8.636960663142175e-06
606300.0,8.636960663142168e-06
606400.0,8.63696066314217e-06
606500.0,8.636960663142167e-06
606600.0,8.63696066314217e-06
606700.0,8.636960663142173e-06
606800.0,8.636960663142173e-06
606900.0,8.636960663142172e-06
607000.0,8.636960663142173e-06
607100.0,8.636960663142177e-06
607200.0,8.636960663142172e-06
607300.0,8.636960663142175e-06
607400.0,8.636960663142175e-06
607500.0,8.636960663142175e-06
607600.0,8.636960663142172e-06
607700.0,8.636960663142175e-06
607800.0,8.636960663142178e-06
607900.0,8.63696066314218e-06
608000.0,8.636960663142175e-06
608100.0,8.636960663142178e-06
608200.0,8.63696066314218e-06
608300.0,8.636960663142175e-06
608400.0,8.636960663142177e-06
608500.0,8.636960663142177e-06
608600.0,8.636960663142175e-06
608700.0,8.636960663142178e-06
608800.0,8.63696066314217e-06
608900.0,8.636960663142168e-06
609000.0,8.636960663142172e-06
609100.0,8.636960663142175e-06
609200.0,8.63696066314217e-06
609300.0,8.636960663142173e-06
609400.0,8.636960663142173e-06
609500.0,8.63696066314217e-06
609600.0,8.636960663142175e-06
609700.0,8.636960663142175e-06
609800.0,8.636960663142178e-06
609900.0,8.636960663142177e-06
610000.0,8.636960663142177e-06
610100.0,8.636960663142175e-06
610200.0,8.636960663142172e-06
610300.0,8.636960663142177e-06
610400.0,8.636960663142177e-06
610500.0,8.636960663142175e-06
610600.0,8.636960663142177e-06
610700.0,8.636960663142175e-06
610800.0,8.636960663142177e-06
610900.0,8.636960663142178e-06
611000.0,8.636960663142178e-06
611100.0,8.636960663142177e-06
611200.0,8.636960663142175e-06
611300.0,8.636960663142175e-06
611400.0,8.636960663142177e-06
611500.0,8.636960663142178e-06
611600.0,8.636960663142175e-06
611700.0,8.636960663142175e-06
611800.0,8.636960663142175e-06
611900.0,8.636960663142173e-06
612000.0,8.636960663142172e-06
612100.0,8.636960663142173e-06
612200.0,8.636960663142177e-06
612300.0,8.63696066314218e-06
612400.0,8.636960663142177e-06
612500.0,8.636960663142177e-06
612600.0,8.636960663142178e-06
612700.0,8.636960663142177e-06
612800.0,8.636960663142177e-06
612900.0,8.636960663142177e-06
613000.0,8.636960663142175e-06
613100.0,8.636960663142175e-06
613200.0,8.636960663142173e-06
613300.0,8.636960663142175e-06
613400.0,8.636960663142173e-06
613500.0,8.636960663142177e-06
613600.0,8.636960663142175e-06
613700.0,8.636960663142173e-06
613800.0,8.636960663142175e-06
613900.0,8.636960663142173e-06
614000.0,8.636960663142172e-06
614100.0,8.636960663142177e-06
614200.0,8.636960663142177e-06
614300.0,8.636960663142175e-06
614400.0,8.636960663142177e-06
614500.0,8.636960663142175e-06
614600.0,8.636960663142175e-06
614700.0,8.636960663142173e-06
614800.0,8.636960663142173e-06
614900.0,8.636960663142175e-06
615000.0,8.636960663142177e-06
615100.0,8.636960663142177e-06
615200.0,8.636960663142175e-06
615300.0,8.636960663142177e-06
615400.0,8.636960663142175e-06
615500.0,8.636960663142175e-06
615600.0,8.636960663142177e-06
615700.0,8.636960663142175e-06
615800.0,8.636960663142175e-06
615900.0,8.636960663142177e-06
616000.0,8.636960663142177e-06
616100.0,8.63696066314218e-06
616200.0,8.636960663142178e-06
616300.0,8.636960663142177e-06
616400.0,8.636960663142178e-06
616500.0,8.636960663142178e-06
616600.0,8.636960663142178e-06
616700.0,8.636960663142177e-06
616800.0,8.636960663142175e-06
616900.0,8.636960663142175e-06
617000.0,8.636960663142173e-06
617100.0,8.636960663142175e-06
617200.0,8.63696066314218e-06
617300.0,8.636960663142173e-06
617400.0,8.636960663142177e-06
617500.0,8.636960663142177e-06
617600.0,8.636960663142175e-06
617700.0,8.636960663142177e-06
617800.0,8.636960663142178e-06
617900.0,8.636960663142177e-06
618000.0,8.636960663142177e-06
618100.0,8.636960663142177e-06
618200.0,8.636960663142178e-06
618300.0,8.636960663142178e-06
618400.0,8.63696066314218e-06
618500.0,8.636960663142175e-06
618600.0,8.636960663142175e-06
618700.0,8.636960663142177e-06
618800.0,8.636960663142178e-06
618900.0,8.636960663142177e-06
619000.0,8.636960663142173e-06
619100.0,8.636960663142173e-06
619200.0,8.636960663142175e-06
619300.0,8.636960663142178e-06
619400.0,8.636960663142177e-06
619500.0,8.636960663142173e-06
619600.0,8.636960663142173e-06
619700.0,8.636960663142175e-06
619800.0,8.636960663142173e-06
619900.0,8.636960663142175e-06
620000.0,8.636960663142177e-06
620100.0,8.636960663142175e-06
620200.0,8.636960663142173e-06
620300.0,8.636960663142175e-06
620400.0,8.636960663142175e-06
620500.0,8.636960663142175e-06
620600.0,8.636960663142177e-06
620700.0,8.636960663142178e-06
620800.0,8.636960663142177e-06
620900.0,8.636960663142178e-06
621000.0,8.636960663142177e-06
621100.0,8.636960663142175e-06
621200.0,8.636960663142177e-06
621300.0,8.636960663142178e-06
621400.0,8.636960663142178e-06
621500.0,8.63696066314218e-06
621600.0,8.636960663142178e-06
621700.0,8.636960663142178e-06
621800.0,8.63696066314218e-06
621900.0,8.636960663142177e-06
622000.0,8.636960663142175e-06
622100.0,8.636960663142175e-06
622200.0,8.636960663142177e-06
622300.0,8.636960663142178e-06
622400.0,8.636960663142175e-06
622500.0,8.636960663142175e-06
622600.0,8.636960663142175e-06
622700.0,8.636960663142177e-06
622800.0,8.636960663142177e-06
622900.0,8.636960663142177e-06
623000.0,8.636960663142175e-06
623100.0,8.636960663142175e-06
623200.0,8.636960663142175e-06
623300.0,8.636960663142173e-06
623400.0,8.636960663142175e-06
623500.0,8.636960663142177e-06
623600.0,8.636960663142177e-06
623700.0,8.636960663142178e-06
623800.0,8.636960663142175e-06
623900.0,8.636960663142177e-06
624000.0,8.636960663142178e-06
624100.0,8.636960663142177e-06
624200.0,8.636960663142175e-06
624300.0,8.636960663142175e-06
624400.0,8.636960663142177e-06
624500.0,8.636960663142173e-06
624600.0,8.636960663142175e-06
624700.0,8.636960663142173e-06
624800.0,8.636960663142177e-06
624900.0,8.636960663142173e-06
625000.0,8.636960663142177e-06
625100.0,8.636960663142177e-06
625200.0,8.636960663142178e-06
625300.0,8.636960663142173e-06
625400.0,8.636960663142177e-06
625500.0,8.636960663142177e-06
625600.0,8.636960663142177e-06
625700.0,8.636960663142177e-06
625800.0,8.636960663142178e-06
625900.0,8.636960663142177e-06
626000.0,8.636960663142177e-06
626100.0,8.636960663142178e-06
626200.0,8.636960663142178e-06
626300.0,8.636960663142182e-06
626400.0,8.636960663142175e-06
626500.0,8.63696066314218e-06
626600.0,8.636960663142177e-06
626700.0,8.63696066314218e-06
626800.0,8.636960663142175e-06
626900.0,8.636960663142177e-06
627000.0,8.63696066314218e-06
627100.0,8.636960663142177e-06
627200.0,8.636960663142178e-06
627300.0,8.636960663142177e-06
627400.0,8.636960663142175e-06
627500.0,8.636960663142175e-06
627600.0,8.636960663142177e-06
627700.0,8.636960663142177e-06
627800.0,8.636960663142177e-06
627900.0,8.636960663142173e-06
628000.0,8.636960663142178e-06
628100.0,8.636960663142175e-06
628200.0,8.636960663142175e-06
628300.0,8.636960663142172e-06
628400.0,8.636960663142173e-06
628500.0,8.636960663142173e-06
628600.0,8.636960663142175e-06
628700.0,8.636960663142177e-06
628800.0,8.636960663142178e-06
628900.0,8.636960663142177e-06
629000.0,8.636960663142175e-06
629100.0,8.636960663142177e-06
629200.0,8.636960663142178e-06
629300.0,8.636960663142177e-06
629400.0,8.636960663142178e-06
629500.0,8.636960663142177e-06
629600.0,8.636960663142177e-06
629700.0,8.636960663142177e-06
629800.0,8.636960663142175e-06
629900.0,8.636960663142172e-06
630000.0,8.636960663142173e-06
630100.0,8.636960663142173e-06
630200.0,8.636960663142177e-06
630300.0,8.636960663142177e-06
630400.0,8.636960663142177e-06
630500.0,8.636960663142178e-06
630600.0,8.636960663142178e-06
630700.0,8.636960663142175e-06
630800.0,8.63696066314218e-06
630900.0,8.636960663142177e-06
631000.0,8.636960663142173e-06
631100.0,8.636960663142173e-06
631200.0,8.636960663142173e-06
631300.0,8.636960663142178e-06
631400.0,8.636960663142177e-06
631500.0,8.636960663142175e-06
631600.0,8.636960663142177e-06
631700.0,8.636960663142177e-06
631800.0,8.636960663142175e-06
631900.0,8.636960663142173e-06
632000.0,8.636960663142177e-06
632100.0,8.636960663142175e-06
632200.0,8.636960663142178e-06
632300.0,8.636960663142177e-06
632400.0,8.636960663142178e-06
632500.0,8.63696066314218e-06
632600.0,8.63696066314218e-06
632700.0,8.636960663142177e-06
632800.0,8.636960663142177e-06
632900.0,8.636960663142177e-06
633000.0,8.636960663142177e-06
633100.0,8.636960663142178e-06
633200.0,8.636960663142177e-06
633300.0,8.636960663142173e-06
633400.0,8.636960663142173e-06
633500.0,8.63696066314217e-06
633600.0,8.636960663142175e-06
633700.0,8.636960663142172e-06
633800.0,8.636960663142175e-06
633900.0,8.636960663142175e-06
634000.0,8.636960663142177e-06
634100.0,8.636960663142172e-06
634200.0,8.636960663142168e-06
634300.0,8.636960663142172e-06
634400.0,8.636960663142172e-06
634500.0,8.636960663142175e-06
634600.0,8.636960663142172e-06
634700.0,8.636960663142173e-06
634800.0,8.636960663142175e-06
634900.0,8.63696066314218e-06
635000.0,8.636960663142175e-06
635100.0,8.636960663142177e-06
635200.0,8.636960663142177e-06
635300.0,8.636960663142175e-06
635400.0,8.636960663142175e-06
635500.0,8.636960663142177e-06
635600.0,8.636960663142175e-06
635700.0,8.636960663142172e-06
635800.0,8.636960663142173e-06
635900.0,8.636960663142173e-06
636000.0,8.636960663142175e-06
636100.0,8.636960663142175e-06
636200.0,8.636960663142177e-06
636300.0,8.636960663142177e-06
636400.0,8.636960663142178e-06
636500.0,8.636960663142178e-06
636600.0,8.636960663142175e-06
636700.0,8.636960663142177e-06
636800.0,8.636960663142178e-06
636900.0,8.636960663142178e-06
637000.0,8.636960663142177e-06
637100.0,8.636960663142177e-06
637200.0,8.636960663142178e-06
637300.0,8.636960663142173e-06
637400.0,8.636960663142177e-06
637500.0,8.636960663142175e-06
637600.0,8.636960663142173e-06
637700.0,8.636960663142177e-06
637800.0,8.636960663142172e-06
637900.0,8.636960663142173e-06
638000.0,8.636960663142175e-06
638100.0,8.636960663142175e-06
638200.0,8.636960663142175e-06
638300.0,8.636960663142173e-06
638400.0,8.636960663142175e-06
638500.0,8.636960663142175e-06
638600.0,8.636960663142177e-06
638700.0,8.636960663142177e-06
638800.0,8.63696066314218e-06
638900.0,8.636960663142178e-06
639000.0,8.636960663142177e-06
639100.0,8.636960663142178e-06
639200.0,8.636960663142177e-06
639300.0,8.636960663142177e-06
639400.0,8.636960663142177e-06
639500.0,8.636960663142175e-06
639600.0,8.636960663142177e-06
639700.0,8.636960663142175e-06
639800.0,8.636960663142177e-06
639900.0,8.636960663142175e-06
640000.0,8.636960663142175e-06
640100.0,8.636960663142175e-06
640200.0,8.636960663142175e-06
640300.0,8.636960663142175e-06
640400.0,8.636960663142175e-06
640500.0,8.636960663142177e-06
640600.0,8.636960663142177e-06
640700.0,8.636960663142173e-06
640800.0,8.636960663142173e-06
640900.0,8.636960663142173e-06
641000.0,8.636960663142173e-06
641100.0,8.636960663142175e-06
641200.0,8.636960663142177e-06
641300.0,8.636960663142173e-06
641400.0,8.636960663142177e-06
641500.0,8.636960663142173e-06
641600.0,8.636960663142177e-06
641700.0,8.636960663142175e-06
641800.0,8.636960663142175e-06
641900.0,8.636960663142175e-06
642000.0,8.636960663142172e-06
642100.0,8.636960663142173e-06
642200.0,8.636960663142177e-06
642300.0,8.636960663142175e-06
642400.0,8.63696066314218e-06
642500.0,8.636960663142178e-06
642600.0,8.636960663142173e-06
642700.0,8.636960663142177e-06
642800.0,8.636960663142177e-06
642900.0,8.636960663142177e-06
643000.0,8.636960663142175e-06
643100.0,8.636960663142173e-06
643200.0,8.636960663142178e-06
643300.0,8.636960663142173e-06
643400.0,8.636960663142177e-06
643500.0,8.636960663142175e-06
643600.0,8.636960663142173e-06
643700.0,8.636960663142173e-06
643800.0,8.636960663142175e-06
643900.0,8.636960663142173e-06
644000.0,8.636960663142175e-06
644100.0,8.636960663142177e-06
644200.0,8.636960663142172e-06
644300.0,8.636960663142173e-06
644400.0,8.63696066314217e-06
644500.0,8.636960663142175e-06
644600.0,8.636960663142177e-06
644700.0,8.636960663142175e-06
644800.0,8.636960663142173e-06
644900.0,8.636960663142173e-06
645000.0,8.636960663142172e-06
645100.0,8.636960663142175e-06
645200.0,8.636960663142177e-06
645300.0,8.636960663142177e-06
645400.0,8.636960663142173e-06
645500.0,8.636960663142177e-06
645600.0,8.636960663142178e-06
645700.0,8.636960663142177e-06
645800.0,8.636960663142175e-06
645900.0,8.636960663142177e-06
646000.0,8.636960663142177e-06
646100.0,8.636960663142175e-06
646200.0,8.636960663142173e-06
646300.0,8.636960663142175e-06
646400.0,8.636960663142178e-06
646500.0,8.636960663142177e-06
646600.0,8.636960663142173e-06
646700.0,8.636960663142175e-06
646800.0,8.636960663142178e-06
646900.0,8.636960663142175e-06
647000.0,8.636960663142178e-06
647100.0,8.636960663142178e-06
647200.0,8.636960663142173e-06
647300.0,8.636960663142172e-06
647400.0,8.636960663142173e-06
647500.0,8.636960663142177e-06
647600.0,8.636960663142175e-06
647700.0,8.636960663142175e-06
647800.0,8.636960663142172e-06
647900.0,8.636960663142173e-06
648000.0,8.636960663142175e-06
648100.0,8.636960663142177e-06
648200.0,8.636960663142177e-06
648300.0,8.636960663142175e-06
648400.0,8.636960663142177e-06
648500.0,8.636960663142175e-06
648600.0,8.636960663142175e-06
648700.0,8.636960663142173e-06
648800.0,8.636960663142175e-06
648900.0,8.636960663142175e-06
649000.0,8.636960663142173e-06
649100.0,8.636960663142175e-06
649200.0,8.636960663142177e-06
649300.0,8.636960663142177e-06
649400.0,8.636960663142177e-06
649500.0,8.636960663142175e-06
649600.0,8.636960663142175e-06
649700.0,8.636960663142178e-06
649800.0,8.636960663142177e-06
649900.0,8.636960663142178e-06
650000.0,8.636960663142177e-06
650100.0,8.636960663142173e-06
650200.0,8.636960663142177e-06
650300.0,8.636960663142177e-06
650400.0,8.636960663142175e-06
