M.D_b.CO3 Time [a],M.D_b.CO3 CO3 [mol/kg]
494700.0,8.739742102613216e-05
494800.0,8.739742102613217e-05
494900.0,8.739742102613216e-05
495000.0,8.739742102613215e-05
495100.0,8.739742102613216e-05
495200.0,8.739742102613216e-05
495300.0,8.739742102613216e-05
495400.0,8.739742102613216e-05
495500.0,8.739742102613216e-05
495600.0,8.739742102613216e-05
495700.0,8.739742102613216e-05
495800.0,8.739742102613217e-05
495900.0,8.739742102613215e-05
496000.0,8.739742102613215e-05
496100.0,8.739742102613215e-05
496200.0,8.739742102613215e-05
496300.0,8.739742102613216e-05
496400.0,8.739742102613216e-05
496500.0,8.739742102613216e-05
496600.0,8.739742102613216e-05
496700.0,8.739742102613216e-05
496800.0,8.739742102613216e-05
496900.0,8.739742102613216e-05
497000.0,8.739742102613216e-05
497100.0,8.739742102613216e-05
497200.0,8.739742102613215e-05
497300.0,8.739742102613216e-05
497400.0,8.739742102613216e-05
497500.0,8.739742102613215e-05
497600.0,8.739742102613216e-05
497700.0,8.739742102613216e-05
497800.0,8.739742102613216e-05
497900.0,8.739742102613216e-05
498000.0,8.739742102613215e-05
498100.0,8.739742102613215e-05
498200.0,8.739742102613216e-05
498300.0,8.739742102613216e-05
498400.0,8.739742102613216e-05
498500.0,8.739742102613216e-05
498600.0,8.739742102613216e-05
498700.0,8.739742102613216e-05
498800.0,8.739742102613216e-05
498900.0,8.739742102613216e-05
499000.0,8.739742102613215e-05
499100.0,8.739742102613215e-05
499200.0,8.739742102613216e-05
499300.0,8.739742102613216e-05
499400.0,8.739742102613216e-05
499500.0,8.739742102613216e-05
499600.0,8.739742102613216e-05
499700.0,8.739742102613215e-05
499800.0,8.739742102613215e-05
499900.0,8.739742102613216e-05
500000.0,8.739742102613216e-05
500100.0,8.739742102613216e-05
500200.0,8.739742102613216e-05
500300.0,8.739742102613216e-05
500400.0,8.739742102613216e-05
500500.0,8.739742102613217e-05
500600.0,8.739742102613216e-05
500700.0,8.739742102613215e-05
500800.0,8.739742102613216e-05
500900.0,8.739742102613216e-05
501000.0,8.739742102613216e-05
501100.0,8.739742102613222e-05
501200.0,8.739742102613215e-05
501300.0,8.739742102613213e-05
501400.0,8.739742102613215e-05
501500.0,8.739742102613215e-05
501600.0,8.739742102613216e-05
501700.0,8.739742102613216e-05
501800.0,8.73974210261322e-05
501900.0,8.739742102613216e-05
502000.0,8.739742102613213e-05
502100.0,8.739742102613215e-05
502200.0,8.739742102613215e-05
502300.0,8.739742102613216e-05
502400.0,8.739742102613215e-05
502500.0,8.739742102613216e-05
502600.0,8.739742102613216e-05
502700.0,8.739742102613216e-05
502800.0,8.739742102613216e-05
502900.0,8.739742102613215e-05
503000.0,8.739742102613215e-05
503100.0,8.739742102613216e-05
503200.0,8.739742102613215e-05
503300.0,8.739742102613216e-05
503400.0,8.739742102613216e-05
503500.0,8.739742102613215e-05
503600.0,8.739742102613215e-05
503700.0,8.739742102613215e-05
503800.0,8.739742102613216e-05
503900.0,8.739742102613216e-05
504000.0,8.739742102613215e-05
504100.0,8.739742102613216e-05
504200.0,8.739742102613216e-05
504300.0,8.739742102613217e-05
504400.0,8.739742102613215e-05
504500.0,8.739742102613217e-05
504600.0,8.739742102613215e-05
504700.0,8.739742102613216e-05
504800.0,8.739742102613215e-05
504900.0,8.739742102613215e-05
505000.0,8.739742102613216e-05
505100.0,8.739742102613216e-05
505200.0,8.739742102613216e-05
505300.0,8.739742102613215e-05
505400.0,8.739742102613216e-05
505500.0,8.739742102613216e-05
505600.0,8.739742102613216e-05
505700.0,8.739742102613216e-05
505800.0,8.739742102613216e-05
505900.0,8.739742102613215e-05
506000.0,8.739742102613216e-05
506100.0,8.739742102613216e-05
506200.0,8.739742102613215e-05
506300.0,8.739742102613215e-05
506400.0,8.739742102613215e-05
506500.0,8.739742102613216e-05
506600.0,8.739742102613215e-05
506700.0,8.739742102613216e-05
506800.0,8.739742102613215e-05
506900.0,8.739742102613216e-05
507000.0,8.739742102613215e-05
507100.0,8.739742102613216e-05
507200.0,8.739742102613216e-05
507300.0,8.739742102613216e-05
507400.0,8.739742102613215e-05
507500.0,8.739742102613216e-05
507600.0,8.739742102613217e-05
507700.0,8.739742102613216e-05
507800.0,8.739742102613216e-05
507900.0,8.739742102613216e-05
508000.0,8.739742102613216e-05
508100.0,8.739742102613217e-05
508200.0,8.739742102613216e-05
508300.0,8.739742102613216e-05
508400.0,8.739742102613217e-05
508500.0,8.739742102613222e-05
508600.0,8.739742102613209e-05
508700.0,8.739742102613215e-05
508800.0,8.739742102613215e-05
508900.0,8.739742102613216e-05
509000.0,8.739742102613216e-05
509100.0,8.739742102613215e-05
509200.0,8.739742102613215e-05
509300.0,8.739742102613216e-05
509400.0,8.739742102613215e-05
509500.0,8.739742102613216e-05
509600.0,8.739742102613216e-05
509700.0,8.739742102613215e-05
509800.0,8.739742102613216e-05
509900.0,8.739742102613216e-05
510000.0,8.739742102613216e-05
510100.0,8.739742102613215e-05
510200.0,8.739742102613216e-05
510300.0,8.739742102613216e-05
510400.0,8.739742102613216e-05
510500.0,8.739742102613216e-05
510600.0,8.739742102613215e-05
510700.0,8.739742102613216e-05
510800.0,8.739742102613216e-05
510900.0,8.739742102613216e-05
511000.0,8.739742102613215e-05
511100.0,8.739742102613215e-05
511200.0,8.739742102613216e-05
511300.0,8.739742102613215e-05
511400.0,8.739742102613216e-05
511500.0,8.739742102613216e-05
511600.0,8.739742102613215e-05
511700.0,8.739742102613216e-05
511800.0,8.739742102613216e-05
511900.0,8.739742102613216e-05
512000.0,8.739742102613217e-05
512100.0,8.739742102613217e-05
512200.0,8.739742102613216e-05
512300.0,8.739742102613215e-05
512400.0,8.739742102613216e-05
512500.0,8.739742102613216e-05
512600.0,8.739742102613216e-05
512700.0,8.739742102613216e-05
512800.0,8.739742102613216e-05
512900.0,8.739742102613224e-05
513000.0,8.739742102613208e-05
513100.0,8.739742102613213e-05
513200.0,8.739742102613217e-05
513300.0,8.739742102613216e-05
513400.0,8.739742102613216e-05
513500.0,8.739742102613215e-05
513600.0,8.739742102613215e-05
513700.0,8.739742102613216e-05
513800.0,8.739742102613216e-05
513900.0,8.739742102613215e-05
514000.0,8.739742102613216e-05
514100.0,8.739742102613217e-05
514200.0,8.739742102613216e-05
514300.0,8.739742102613216e-05
514400.0,8.739742102613215e-05
514500.0,8.739742102613215e-05
514600.0,8.739742102613216e-05
514700.0,8.739742102613216e-05
514800.0,8.739742102613216e-05
514900.0,8.739742102613216e-05
515000.0,8.739742102613216e-05
515100.0,8.739742102613216e-05
515200.0,8.739742102613215e-05
515300.0,8.739742102613216e-05
515400.0,8.739742102613215e-05
515500.0,8.739742102613215e-05
515600.0,8.739742102613208e-05
515700.0,8.739742102613215e-05
515800.0,8.739742102613215e-05
515900.0,8.739742102613216e-05
516000.0,8.739742102613216e-05
516100.0,8.739742102613215e-05
516200.0,8.739742102613215e-05
516300.0,8.739742102613216e-05
516400.0,8.739742102613215e-05
516500.0,8.739742102613216e-05
516600.0,8.739742102613216e-05
516700.0,8.739742102613216e-05
516800.0,8.739742102613216e-05
516900.0,8.739742102613216e-05
517000.0,8.739742102613216e-05
517100.0,8.739742102613216e-05
517200.0,8.739742102613216e-05
517300.0,8.739742102613216e-05
517400.0,8.739742102613216e-05
517500.0,8.739742102613216e-05
517600.0,8.739742102613216e-05
517700.0,8.739742102613215e-05
517800.0,8.739742102613216e-05
517900.0,8.739742102613216e-05
518000.0,8.739742102613215e-05
518100.0,8.739742102613215e-05
518200.0,8.739742102613216e-05
518300.0,8.739742102613215e-05
518400.0,8.739742102613216e-05
518500.0,8.739742102613216e-05
518600.0,8.739742102613216e-05
518700.0,8.739742102613216e-05
518800.0,8.739742102613215e-05
518900.0,8.739742102613215e-05
519000.0,8.739742102613216e-05
519100.0,8.739742102613216e-05
519200.0,8.739742102613216e-05
519300.0,8.739742102613216e-05
519400.0,8.739742102613215e-05
519500.0,8.739742102613215e-05
519600.0,8.739742102613216e-05
519700.0,8.739742102613216e-05
519800.0,8.739742102613216e-05
519900.0,8.739742102613216e-05
520000.0,8.739742102613216e-05
520100.0,8.739742102613216e-05
520200.0,8.739742102613216e-05
520300.0,8.739742102613216e-05
520400.0,8.739742102613215e-05
520500.0,8.739742102613217e-05
520600.0,8.739742102613217e-05
520700.0,8.739742102613215e-05
520800.0,8.739742102613215e-05
520900.0,8.739742102613215e-05
521000.0,8.739742102613215e-05
521100.0,8.739742102613216e-05
521200.0,8.739742102613216e-05
521300.0,8.739742102613216e-05
521400.0,8.739742102613216e-05
521500.0,8.739742102613216e-05
521600.0,8.739742102613216e-05
521700.0,8.739742102613216e-05
521800.0,8.739742102613216e-05
521900.0,8.739742102613215e-05
522000.0,8.739742102613216e-05
522100.0,8.739742102613216e-05
522200.0,8.739742102613215e-05
522300.0,8.739742102613216e-05
522400.0,8.739742102613216e-05
522500.0,8.739742102613216e-05
522600.0,8.739742102613215e-05
522700.0,8.739742102613215e-05
522800.0,8.739742102613216e-05
522900.0,8.739742102613216e-05
523000.0,8.739742102613216e-05
523100.0,8.739742102613216e-05
523200.0,8.739742102613216e-05
523300.0,8.739742102613217e-05
523400.0,8.739742102613217e-05
523500.0,8.739742102613216e-05
523600.0,8.739742102613216e-05
523700.0,8.739742102613217e-05
523800.0,8.739742102613216e-05
523900.0,8.739742102613216e-05
524000.0,8.739742102613216e-05
524100.0,8.739742102613216e-05
524200.0,8.739742102613215e-05
524300.0,8.739742102613216e-05
524400.0,8.739742102613215e-05
524500.0,8.739742102613216e-05
524600.0,8.739742102613217e-05
524700.0,8.739742102613217e-05
524800.0,8.739742102613216e-05
524900.0,8.739742102613215e-05
525000.0,8.739742102613216e-05
525100.0,8.739742102613216e-05
525200.0,8.739742102613216e-05
525300.0,8.739742102613217e-05
525400.0,8.739742102613216e-05
525500.0,8.739742102613217e-05
525600.0,8.739742102613215e-05
525700.0,8.739742102613215e-05
525800.0,8.739742102613216e-05
525900.0,8.739742102613216e-05
526000.0,8.739742102613216e-05
526100.0,8.739742102613215e-05
526200.0,8.739742102613215e-05
526300.0,8.739742102613216e-05
526400.0,8.739742102613215e-05
526500.0,8.739742102613217e-05
526600.0,8.739742102613216e-05
526700.0,8.739742102613215e-05
526800.0,8.739742102613216e-05
526900.0,8.739742102613216e-05
527000.0,8.739742102613215e-05
527100.0,8.739742102613216e-05
527200.0,8.739742102613216e-05
527300.0,8.739742102613216e-05
527400.0,8.739742102613216e-05
527500.0,8.739742102613216e-05
527600.0,8.739742102613216e-05
527700.0,8.739742102613215e-05
527800.0,8.739742102613215e-05
527900.0,8.739742102613215e-05
528000.0,8.739742102613216e-05
528100.0,8.739742102613216e-05
528200.0,8.739742102613216e-05
528300.0,8.739742102613216e-05
528400.0,8.739742102613216e-05
528500.0,8.739742102613216e-05
528600.0,8.739742102613216e-05
528700.0,8.739742102613216e-05
528800.0,8.739742102613215e-05
528900.0,8.739742102613215e-05
529000.0,8.739742102613216e-05
529100.0,8.739742102613216e-05
529200.0,8.739742102613217e-05
529300.0,8.739742102613219e-05
529400.0,8.73974210261322e-05
529500.0,8.739742102613209e-05
529600.0,8.739742102613215e-05
529700.0,8.739742102613216e-05
529800.0,8.739742102613216e-05
529900.0,8.739742102613216e-05
530000.0,8.739742102613216e-05
530100.0,8.739742102613217e-05
530200.0,8.739742102613217e-05
530300.0,8.739742102613216e-05
530400.0,8.739742102613216e-05
530500.0,8.739742102613216e-05
530600.0,8.739742102613216e-05
530700.0,8.739742102613215e-05
530800.0,8.739742102613215e-05
530900.0,8.739742102613216e-05
531000.0,8.739742102613216e-05
531100.0,8.739742102613216e-05
531200.0,8.739742102613215e-05
531300.0,8.739742102613219e-05
531400.0,8.739742102613217e-05
531500.0,8.73974210261321e-05
531600.0,8.739742102613215e-05
531700.0,8.739742102613216e-05
531800.0,8.739742102613216e-05
531900.0,8.739742102613216e-05
532000.0,8.739742102613216e-05
532100.0,8.739742102613216e-05
532200.0,8.739742102613216e-05
532300.0,8.739742102613215e-05
532400.0,8.739742102613215e-05
532500.0,8.739742102613216e-05
532600.0,8.739742102613216e-05
532700.0,8.739742102613216e-05
532800.0,8.739742102613217e-05
532900.0,8.739742102613216e-05
533000.0,8.739742102613215e-05
533100.0,8.739742102613216e-05
533200.0,8.739742102613215e-05
533300.0,8.739742102613215e-05
533400.0,8.739742102613216e-05
533500.0,8.739742102613216e-05
533600.0,8.739742102613215e-05
533700.0,8.739742102613216e-05
533800.0,8.739742102613216e-05
533900.0,8.739742102613216e-05
534000.0,8.739742102613215e-05
534100.0,8.739742102613215e-05
534200.0,8.739742102613216e-05
534300.0,8.739742102613216e-05
534400.0,8.739742102613216e-05
534500.0,8.739742102613215e-05
534600.0,8.739742102613216e-05
534700.0,8.739742102613216e-05
534800.0,8.739742102613216e-05
534900.0,8.739742102613216e-05
535000.0,8.73974210261322e-05
535100.0,8.739742102613217e-05
535200.0,8.73974210261321e-05
535300.0,8.739742102613215e-05
535400.0,8.739742102613215e-05
535500.0,8.739742102613215e-05
535600.0,8.739742102613216e-05
535700.0,8.739742102613216e-05
535800.0,8.739742102613216e-05
535900.0,8.739742102613215e-05
536000.0,8.739742102613216e-05
536100.0,8.739742102613215e-05
536200.0,8.739742102613215e-05
536300.0,8.739742102613216e-05
536400.0,8.739742102613215e-05
536500.0,8.739742102613215e-05
536600.0,8.739742102613222e-05
536700.0,8.739742102613213e-05
536800.0,8.739742102613213e-05
536900.0,8.739742102613216e-05
537000.0,8.739742102613215e-05
537100.0,8.739742102613216e-05
537200.0,8.739742102613216e-05
537300.0,8.739742102613216e-05
537400.0,8.739742102613216e-05
537500.0,8.739742102613216e-05
537600.0,8.739742102613216e-05
537700.0,8.739742102613215e-05
537800.0,8.739742102613215e-05
537900.0,8.739742102613216e-05
538000.0,8.739742102613216e-05
538100.0,8.739742102613216e-05
538200.0,8.739742102613215e-05
538300.0,8.739742102613216e-05
538400.0,8.739742102613215e-05
538500.0,8.739742102613215e-05
538600.0,8.739742102613216e-05
538700.0,8.739742102613216e-05
538800.0,8.739742102613216e-05
538900.0,8.739742102613215e-05
539000.0,8.739742102613216e-05
539100.0,8.739742102613216e-05
539200.0,8.739742102613216e-05
539300.0,8.739742102613216e-05
539400.0,8.739742102613215e-05
539500.0,8.739742102613216e-05
539600.0,8.739742102613216e-05
539700.0,8.739742102613216e-05
539800.0,8.739742102613216e-05
539900.0,8.739742102613216e-05
540000.0,8.739742102613215e-05
540100.0,8.739742102613216e-05
540200.0,8.739742102613216e-05
540300.0,8.739742102613216e-05
540400.0,8.739742102613216e-05
540500.0,8.739742102613216e-05
540600.0,8.739742102613216e-05
540700.0,8.739742102613216e-05
540800.0,8.739742102613216e-05
540900.0,8.739742102613216e-05
541000.0,8.739742102613216e-05
541100.0,8.739742102613215e-05
541200.0,8.739742102613216e-05
541300.0,8.739742102613216e-05
541400.0,8.739742102613215e-05
541500.0,8.739742102613216e-05
541600.0,8.739742102613217e-05
541700.0,8.739742102613216e-05
541800.0,8.739742102613216e-05
541900.0,8.739742102613215e-05
542000.0,8.739742102613216e-05
542100.0,8.739742102613216e-05
542200.0,8.739742102613216e-05
542300.0,8.739742102613215e-05
542400.0,8.739742102613216e-05
542500.0,8.739742102613216e-05
542600.0,8.739742102613216e-05
542700.0,8.739742102613215e-05
542800.0,8.739742102613216e-05
542900.0,8.739742102613216e-05
543000.0,8.739742102613216e-05
543100.0,8.739742102613216e-05
543200.0,8.739742102613215e-05
543300.0,8.739742102613216e-05
543400.0,8.739742102613215e-05
543500.0,8.739742102613216e-05
543600.0,8.739742102613216e-05
543700.0,8.739742102613215e-05
543800.0,8.739742102613216e-05
543900.0,8.739742102613216e-05
544000.0,8.739742102613216e-05
544100.0,8.739742102613215e-05
544200.0,8.739742102613216e-05
544300.0,8.739742102613216e-05
544400.0,8.739742102613215e-05
544500.0,8.739742102613215e-05
544600.0,8.739742102613216e-05
544700.0,8.739742102613216e-05
544800.0,8.739742102613216e-05
544900.0,8.739742102613215e-05
545000.0,8.739742102613216e-05
545100.0,8.739742102613216e-05
545200.0,8.739742102613216e-05
545300.0,8.739742102613216e-05
545400.0,8.739742102613215e-05
545500.0,8.739742102613215e-05
545600.0,8.739742102613216e-05
545700.0,8.739742102613216e-05
545800.0,8.739742102613216e-05
545900.0,8.739742102613215e-05
546000.0,8.739742102613216e-05
546100.0,8.739742102613216e-05
546200.0,8.739742102613216e-05
546300.0,8.739742102613216e-05
546400.0,8.739742102613216e-05
546500.0,8.739742102613215e-05
546600.0,8.739742102613216e-05
546700.0,8.739742102613215e-05
546800.0,8.739742102613216e-05
546900.0,8.739742102613216e-05
547000.0,8.739742102613215e-05
547100.0,8.739742102613216e-05
547200.0,8.739742102613215e-05
547300.0,8.739742102613216e-05
547400.0,8.739742102613216e-05
547500.0,8.739742102613216e-05
547600.0,8.739742102613216e-05
547700.0,8.739742102613216e-05
547800.0,8.739742102613216e-05
547900.0,8.739742102613216e-05
548000.0,8.739742102613216e-05
548100.0,8.739742102613215e-05
548200.0,8.739742102613216e-05
548300.0,8.739742102613215e-05
548400.0,8.739742102613215e-05
548500.0,8.739742102613216e-05
548600.0,8.739742102613216e-05
548700.0,8.739742102613216e-05
548800.0,8.739742102613215e-05
548900.0,8.739742102613215e-05
549000.0,8.739742102613216e-05
549100.0,8.739742102613216e-05
549200.0,8.739742102613215e-05
549300.0,8.739742102613215e-05
549400.0,8.739742102613216e-05
549500.0,8.739742102613216e-05
549600.0,8.739742102613216e-05
549700.0,8.739742102613216e-05
549800.0,8.739742102613217e-05
549900.0,8.739742102613215e-05
550000.0,8.739742102613215e-05
550100.0,8.739742102613216e-05
550200.0,8.739742102613216e-05
550300.0,8.739742102613215e-05
550400.0,8.739742102613216e-05
550500.0,8.739742102613215e-05
550600.0,8.739742102613216e-05
550700.0,8.739742102613215e-05
550800.0,8.739742102613217e-05
550900.0,8.739742102613215e-05
551000.0,8.739742102613216e-05
551100.0,8.739742102613216e-05
551200.0,8.739742102613216e-05
551300.0,8.739742102613215e-05
551400.0,8.739742102613216e-05
551500.0,8.739742102613215e-05
551600.0,8.739742102613215e-05
551700.0,8.739742102613216e-05
551800.0,8.739742102613216e-05
551900.0,8.739742102613216e-05
552000.0,8.739742102613217e-05
552100.0,8.739742102613216e-05
552200.0,8.739742102613215e-05
552300.0,8.739742102613216e-05
552400.0,8.739742102613216e-05
552500.0,8.739742102613215e-05
552600.0,8.739742102613216e-05
552700.0,8.739742102613216e-05
552800.0,8.739742102613216e-05
552900.0,8.739742102613216e-05
553000.0,8.739742102613216e-05
553100.0,8.739742102613216e-05
553200.0,8.739742102613215e-05
553300.0,8.739742102613215e-05
553400.0,8.739742102613216e-05
553500.0,8.739742102613215e-05
553600.0,8.739742102613216e-05
553700.0,8.739742102613217e-05
553800.0,8.739742102613215e-05
553900.0,8.739742102613215e-05
554000.0,8.739742102613216e-05
554100.0,8.739742102613216e-05
554200.0,8.739742102613216e-05
554300.0,8.739742102613216e-05
554400.0,8.739742102613215e-05
554500.0,8.739742102613215e-05
554600.0,8.739742102613215e-05
554700.0,8.739742102613216e-05
554800.0,8.739742102613215e-05
554900.0,8.739742102613216e-05
555000.0,8.739742102613216e-05
555100.0,8.739742102613216e-05
555200.0,8.739742102613216e-05
555300.0,8.739742102613217e-05
555400.0,8.739742102613217e-05
555500.0,8.739742102613216e-05
555600.0,8.739742102613215e-05
555700.0,8.739742102613216e-05
555800.0,8.739742102613216e-05
555900.0,8.739742102613215e-05
556000.0,8.739742102613216e-05
556100.0,8.739742102613215e-05
556200.0,8.739742102613216e-05
556300.0,8.739742102613215e-05
556400.0,8.739742102613216e-05
556500.0,8.739742102613215e-05
556600.0,8.739742102613216e-05
556700.0,8.739742102613216e-05
556800.0,8.739742102613216e-05
556900.0,8.739742102613215e-05
557000.0,8.739742102613216e-05
557100.0,8.739742102613215e-05
557200.0,8.739742102613215e-05
557300.0,8.739742102613216e-05
557400.0,8.739742102613215e-05
557500.0,8.739742102613215e-05
557600.0,8.739742102613216e-05
557700.0,8.739742102613216e-05
557800.0,8.739742102613215e-05
557900.0,8.739742102613215e-05
558000.0,8.739742102613217e-05
558100.0,8.739742102613216e-05
558200.0,8.739742102613216e-05
558300.0,8.739742102613216e-05
558400.0,8.739742102613216e-05
558500.0,8.739742102613215e-05
558600.0,8.739742102613215e-05
558700.0,8.739742102613216e-05
558800.0,8.739742102613216e-05
558900.0,8.739742102613216e-05
559000.0,8.739742102613215e-05
559100.0,8.739742102613215e-05
559200.0,8.739742102613217e-05
559300.0,8.739742102613215e-05
559400.0,8.739742102613215e-05
559500.0,8.739742102613216e-05
559600.0,8.739742102613216e-05
559700.0,8.739742102613215e-05
559800.0,8.739742102613216e-05
559900.0,8.739742102613215e-05
560000.0,8.739742102613215e-05
560100.0,8.739742102613216e-05
560200.0,8.739742102613215e-05
560300.0,8.739742102613216e-05
560400.0,8.739742102613216e-05
560500.0,8.739742102613215e-05
560600.0,8.739742102613215e-05
560700.0,8.739742102613216e-05
560800.0,8.739742102613216e-05
560900.0,8.739742102613215e-05
561000.0,8.739742102613216e-05
561100.0,8.739742102613216e-05
561200.0,8.739742102613215e-05
561300.0,8.739742102613217e-05
561400.0,8.739742102613215e-05
561500.0,8.739742102613216e-05
561600.0,8.739742102613216e-05
561700.0,8.739742102613215e-05
561800.0,8.739742102613216e-05
561900.0,8.739742102613217e-05
562000.0,8.739742102613217e-05
562100.0,8.739742102613216e-05
562200.0,8.739742102613215e-05
562300.0,8.739742102613215e-05
562400.0,8.739742102613216e-05
562500.0,8.739742102613217e-05
562600.0,8.739742102613215e-05
562700.0,8.739742102613216e-05
562800.0,8.739742102613216e-05
562900.0,8.739742102613216e-05
563000.0,8.739742102613216e-05
563100.0,8.739742102613215e-05
563200.0,8.739742102613215e-05
563300.0,8.739742102613216e-05
563400.0,8.739742102613216e-05
563500.0,8.739742102613216e-05
563600.0,8.739742102613216e-05
563700.0,8.739742102613216e-05
563800.0,8.739742102613215e-05
563900.0,8.739742102613215e-05
564000.0,8.739742102613216e-05
564100.0,8.739742102613217e-05
564200.0,8.739742102613216e-05
564300.0,8.739742102613216e-05
564400.0,8.739742102613215e-05
564500.0,8.739742102613215e-05
564600.0,8.739742102613216e-05
564700.0,8.739742102613216e-05
564800.0,8.739742102613216e-05
564900.0,8.739742102613215e-05
565000.0,8.739742102613242e-05
565100.0,8.739742102613215e-05
565200.0,8.739742102613215e-05
565300.0,8.739742102613215e-05
565400.0,8.739742102613216e-05
565500.0,8.739742102613215e-05
565600.0,8.739742102613215e-05
565700.0,8.739742102613217e-05
565800.0,8.739742102613216e-05
565900.0,8.739742102613216e-05
566000.0,8.739742102613216e-05
566100.0,8.739742102613216e-05
566200.0,8.739742102613216e-05
566300.0,8.739742102613215e-05
566400.0,8.739742102613217e-05
566500.0,8.739742102613215e-05
566600.0,8.739742102613216e-05
566700.0,8.739742102613216e-05
566800.0,8.739742102613216e-05
566900.0,8.739742102613216e-05
567000.0,8.739742102613217e-05
567100.0,8.739742102613215e-05
567200.0,8.739742102613216e-05
567300.0,8.739742102613215e-05
567400.0,8.739742102613215e-05
567500.0,8.739742102613216e-05
567600.0,8.739742102613216e-05
567700.0,8.739742102613216e-05
567800.0,8.739742102613215e-05
567900.0,8.739742102613216e-05
568000.0,8.739742102613215e-05
568100.0,8.739742102613215e-05
568200.0,8.739742102613216e-05
568300.0,8.739742102613215e-05
568400.0,8.739742102613216e-05
568500.0,8.739742102613215e-05
568600.0,8.739742102613215e-05
568700.0,8.739742102613216e-05
568800.0,8.739742102613216e-05
568900.0,8.739742102613216e-05
569000.0,8.739742102613216e-05
569100.0,8.739742102613215e-05
569200.0,8.739742102613216e-05
569300.0,8.739742102613216e-05
569400.0,8.739742102613215e-05
569500.0,8.739742102613216e-05
569600.0,8.739742102613216e-05
569700.0,8.739742102613216e-05
569800.0,8.739742102613216e-05
569900.0,8.73974210261321e-05
570000.0,8.73974210261321e-05
570100.0,8.739742102613215e-05
570200.0,8.739742102613209e-05
570300.0,8.739742102613215e-05
570400.0,8.739742102613216e-05
570500.0,8.739742102613216e-05
570600.0,8.739742102613216e-05
570700.0,8.739742102613216e-05
570800.0,8.739742102613216e-05
570900.0,8.739742102613216e-05
571000.0,8.739742102613216e-05
571100.0,8.739742102613215e-05
571200.0,8.739742102613217e-05
571300.0,8.739742102613215e-05
571400.0,8.739742102613215e-05
571500.0,8.739742102613216e-05
571600.0,8.739742102613216e-05
571700.0,8.739742102613215e-05
571800.0,8.739742102613216e-05
571900.0,8.739742102613216e-05
572000.0,8.739742102613215e-05
572100.0,8.739742102613216e-05
572200.0,8.739742102613216e-05
572300.0,8.739742102613216e-05
572400.0,8.739742102613215e-05
572500.0,8.739742102613215e-05
572600.0,8.739742102613215e-05
572700.0,8.739742102613216e-05
572800.0,8.739742102613216e-05
572900.0,8.739742102613216e-05
573000.0,8.739742102613215e-05
573100.0,8.739742102613216e-05
573200.0,8.739742102613215e-05
573300.0,8.739742102613215e-05
573400.0,8.739742102613216e-05
573500.0,8.739742102613216e-05
573600.0,8.739742102613216e-05
573700.0,8.739742102613216e-05
573800.0,8.739742102613216e-05
573900.0,8.739742102613215e-05
574000.0,8.739742102613215e-05
574100.0,8.739742102613216e-05
574200.0,8.739742102613215e-05
574300.0,8.739742102613215e-05
574400.0,8.739742102613217e-05
574500.0,8.739742102613216e-05
574600.0,8.739742102613215e-05
574700.0,8.739742102613216e-05
574800.0,8.739742102613215e-05
574900.0,8.739742102613216e-05
575000.0,8.739742102613215e-05
575100.0,8.739742102613216e-05
575200.0,8.739742102613216e-05
575300.0,8.739742102613215e-05
575400.0,8.739742102613216e-05
575500.0,8.739742102613216e-05
575600.0,8.739742102613216e-05
575700.0,8.739742102613216e-05
575800.0,8.739742102613215e-05
575900.0,8.739742102613216e-05
576000.0,8.739742102613215e-05
576100.0,8.739742102613215e-05
576200.0,8.739742102613216e-05
576300.0,8.739742102613216e-05
576400.0,8.739742102613216e-05
576500.0,8.739742102613216e-05
576600.0,8.739742102613216e-05
576700.0,8.739742102613215e-05
576800.0,8.739742102613216e-05
576900.0,8.739742102613216e-05
577000.0,8.739742102613215e-05
577100.0,8.739742102613216e-05
577200.0,8.739742102613216e-05
577300.0,8.739742102613215e-05
577400.0,8.739742102613215e-05
577500.0,8.739742102613213e-05
577600.0,8.73974210261321e-05
577700.0,8.739742102613216e-05
577800.0,8.739742102613216e-05
577900.0,8.739742102613216e-05
578000.0,8.739742102613217e-05
578100.0,8.739742102613215e-05
578200.0,8.739742102613216e-05
578300.0,8.739742102613216e-05
578400.0,8.739742102613216e-05
578500.0,8.739742102613216e-05
578600.0,8.739742102613215e-05
578700.0,8.739742102613216e-05
578800.0,8.739742102613216e-05
578900.0,8.739742102613216e-05
579000.0,8.739742102613215e-05
579100.0,8.739742102613216e-05
579200.0,8.739742102613216e-05
579300.0,8.739742102613216e-05
579400.0,8.739742102613216e-05
579500.0,8.739742102613215e-05
579600.0,8.739742102613216e-05
579700.0,8.739742102613215e-05
579800.0,8.739742102613215e-05
579900.0,8.739742102613216e-05
580000.0,8.739742102613215e-05
580100.0,8.739742102613216e-05
580200.0,8.739742102613216e-05
580300.0,8.739742102613216e-05
580400.0,8.739742102613216e-05
580500.0,8.739742102613216e-05
580600.0,8.739742102613216e-05
580700.0,8.739742102613215e-05
580800.0,8.739742102613215e-05
580900.0,8.739742102613216e-05
581000.0,8.739742102613216e-05
581100.0,8.739742102613215e-05
581200.0,8.739742102613216e-05
581300.0,8.739742102613215e-05
581400.0,8.739742102613216e-05
581500.0,8.739742102613215e-05
581600.0,8.739742102613216e-05
581700.0,8.739742102613217e-05
581800.0,8.739742102613215e-05
